gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ZNF429	2.181961209249215	0.17230943899410572	3.612447525382728	0.0476988074659576	0.9619562845271213	0.9997946887506981
AC123912.4	10.964454012869245	1.5791628744542974	1.635513328544979	0.965545707817121	0.3342715537553422	0.9997946887506981
ZNF100	4.575965288134928	3.2484037222903055	2.8289995162530417	1.1482517772193743	0.2508646401543621	0.9997946887506981
ZNF43	2.4868512047905003	-1.0349397650169803	3.4257840380663063	-0.30210303787893034	0.7625735166896234	0.9997946887506981
ZNF257	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
AC092329.4	1.228448262131523	1.1700648833498712	4.715840844748195	0.24811373451097618	0.8040464092128081	0.9997946887506981
ZNF91	3.7496982874326688	0.03392033118016856	2.852713950595483	0.011890547656587841	0.9905129391607228	0.9997946887506981
ZNF675	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
ZNF681	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
ZNF254	1.2999737384039052	-1.1865647034924778	4.595443706736898	-0.25820459986333416	0.7962490080912428	0.9997946887506981
AC073534.2	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
LINC00662	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
AC005381.1	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
UQCRFS1	9.592505273051183	-0.2953862469130952	1.7375664993633375	-0.1699999666322571	0.8650101628915852	0.9997946887506981
POP4	2.37375493277319	-0.8962796878961677	3.496040500950224	-0.25636993840676586	0.7976651980233391	0.9997946887506981
URI1	7.917382842423933	-0.4008213763406766	1.84680282377274	-0.2170352845366886	0.8281808471631962	0.9997946887506981
AC008507.2	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
